MemoryLimit,Tags,Text,Explanation,Title,TimeLimit,Catagory,SourceLimit,SubCatagory,Constraints 
256 MB,"Bitmask,Dynamic Programming,Graph Theory,Medium","it was fredo's birthday yesterday. he got a simple graph  of $$n$$ vertices and $$m$$ edges as one of the birthday gifts. he has been bragging about his gift to all his friends. one of his friends asked him to do the following task on the graph:for each of the vertices in the graph, find themaximum length simple pathending at that vertex.being unable to solve it himself, he asks you for help. help fredo!note: length of a simple path= number of edges in the path.a simple path is a path in a graph which does not have repeating vertices.","In the first case, there are no edges connecting the vertices, so the length of maximum length simple path = 0 for each vertex.In the second case,Simple paths ending at vertex 1: 4-2-1, 4-3-1, 2-1, so answer = 2Simple paths ending at vertex 2: 1-2, 3-2, 4-2, so answer = 1Simple paths ending at vertex 3: 1-2-3, 2-3, 4-2-3, so answer = 2Simple paths ending at vertex 4: 1-2-4, 3-2-4, 2-4, so answer =  2",Fredo and his Birthday Gift,:1.0 sec,graphs,1024 KB,hamiltonian-path,"constraints:$$ 1 \le t \le 10 $$$$ 1 \le n \le 15 $$$$ 0 \le m &lt; n*(n-1)/2 $$$$ 1 \le x, y \le n $$"
256 MB,"Algorithms,Flow,Medium","prateek and chintu are working on different projects both with equal priority. they both need to run some batches of processes. a batch has processes which need some systems to run them irrespective of the number of process running on each dependent system. if a batch runs then the dependent systems are occupied by its processes.no system can run processes from different projects and thus a system can process only chintu's processes or prateek's processes. their manager being a stylo creep has allowed prateek to run his batches. chintu felt offended and complained the cto directly due to which the manager came up with a condition that if chintu can increase the number of processes running in total by replacing some or all of prateeks processes then only he can run his batches. chintu wants to maximize the total processes running in order to show the manager his skills. help him complete his task.note:a system can run any number of process from multiple batches at the same time but only of chintu or of prateek.prateek's processes are running on some or all systems. now, chintu has to run his batches of processes inorder to increase the number of running processes across all systems. a batch of chintu either runs all its processes or doesn't run any of them.if chintu has replaced a system with his own processes then another batch of him can run its processes on that system.a batch needs 's' systems and runs 'p' processes overall, in any manner.a system can run any number of process from multiple batches at the same time but only of chintu or of prateek.prateek's processes are running on some or all systems. now, chintu has to run his batches of processes inorder to increase the number of running processes across all systems. a batch of chintu either runs all its processes or doesn't run any of them.if chintu has replaced a system with his own processes then another batch of him can run its processes on that system.a batch needs 's' systems and runs 'p' processes overall, in any manner.",Chintu can run batch2's processes by replacing prateek's processes from system 2 and 3 along with batch3's processes by replacing prateek's processes from system 4 and thus increasing the total number of running processes by 2.,Scheduling War,:2.0 sec,graphs,1024 KB,maximum-flow,constraints:1&lt;=n&lt;=1000&lt;=si&lt;700&lt;=b&lt;1001&lt;=p&lt;=50example 1:
256 MB,"Easy-Medium,Flow","given a directed flow network where each edge has a capacity of flow it could allow, find the maximum flow over the network from source($$s$$) to sink($$t$$).network will follow these rules:only one source($$s$$) and only one sink($$t$$).other than source and sink, nodes are represented with alphabets $$[a-o]$$.there are no self loops.there will be no initial dead ends other than $$t$$.for any pair of nodes, direction of edges between them will be in single direction.",,Find the Flow,:1.0 sec,graphs,1024 KB,maximum-flow,"constraints:$$1 \le e \le 50$$$$1 \le c_x \le 50$$network includes $$s$$, $$t$$, a maximum of $$15$$ other nodes."
256 MB,"Matching,Math,Medium","for the lab assignment of this week , shil gotnnumbersa1,a2, ...an. he must assign each of these numbers a unique integer value from1tom. letcibe the integer assigned toai. shil must assign numbers in such a way that maximum number ofaiare divisible by theirci. you must print maximum numbers ofaithat could be made divisible byciin optimal assignment.","Some of the possible assignments are [8,2,4,1,5] ,  [8,2,4,1,6] or [7,2,4,1,8]",Shil and Lab Assignment,:1.0 sec,graphs,1024 KB,maximum-flow,constraints:1≤n≤1031≤ai≤105n≤m≤105
256 MB,Medium-Hard,"in this problem the word ""set"" will always denote a multiset (link to wikipedia).
thus, some of its elements can be the same.
the order of elements doesn't matter.
multisets {a, a, a, b, c, b} and {a, b, c, a, b, a} are the same.
multisets {a, a, b} and {a, b, b} are different.you have a set consisting of some elements. a set can either be empty, or contain other sets. note that sets in this problem may contain multiple copies of the same set. more formally, a set satisfies the following context free grammar with start symbol s:s -&gt; {t}t -&gt; st | εin this context free grammar, s denotes a set, while t denotes a list of the elements which are sets themselves. for example, valid sets are {}, {{}}, {{}{}}, {{}{{}{}}}.we can define an element of a set to be one of the sets that make up the set.
for example, a set {a, a, b} has three elements, that is a, a, and b.
the set {} has no elements. the set {{}} has one element {}. the set {{}{{}{}}} has two elements {}, {{}{}}.two sets are said to the same if they have the same multiset of elements. note that the order of elements in the sets doesn't matter. for example, the sets {{}{{}}} and {{{}}{}} are the same, but the sets {{}{}} and {{}} are different.call a set stransitiveif x is an element of s, then all elements in x are elements of s as well.for example, the empty set {} is transitive. the set {{}} is also transitive. however, the set s = {{{}}} is not transitive, as {{}} is an element of s, but {} is an element of {{}} but not of s. we can make it transitive by adding the element {} to the set to get the transitive set {{{}}{}}.you’re given a string withncharacters representing a set. you would like to make this set transitive with the minimum number of moves. in one move, you can either add an arbitrary set or remove an arbitrary element from s.  you are not allowed to add or remove elements in sets that are elements of s. compute the minimum number moves you need to make the set transitive.the first line of the input will contain an integert, denoting the number of test cases.each test case will contain a single string on its own line, denoting the set.print a single line per test case, the minimum number of moves required to make the set transitive.for all files1 ≤t≤ 102 ≤nthe set described by the string is valid.file 1 --33pts:n≤ 10file 2 --27pts:n≤ 50file 3 --25pts:n≤ 100file 4 --15pts:n≤ 20,000","In the first sample, the set is already transitive, so we don't need to do anything.In the second sample, we can add the set {} to make the set transitive.In the third sample, we can remove both elements {{{{}}}} and {{{{}}}} to get an empty set, which is transitive.In the fourth sample, this set has elements {}, {{{}{}}{{}}}, {{}{}}, {{{{}{}}{}}}. Note that we can only add or remove elements from the outermost set. Although we can get a transitive set by modifying the second set to {{{}{}}{}} this operation cannot be done in a single move. One optimal solution is to do the replacement in two steps, with one removal and one addition. Another optimal solution is to remove the set {{{{}{}}{}}} and add the set {{}}. This will make our set contain elements {}, {{}}, {{}{}}, {{{}{}}{{}}}, which we can verify is transitive.",Replace,:5.0 sec,graphs,1024 KB,maximum-flow,
256 MB,"Algorithms,Hard","an x mgrid consists of 'n' rows and 'm' columns. you are given 'n' elements, where eachnidenotes the sum of elements of theithrow of the grid. you are also given 'm' elements, where eachmidenotes the sum of elements of theithcolumn of the grid. you need to construct the grid by filling the desired cells with values in the range [1, 5] inclusive such that when elements arranged row-wise (a11, a12, a21, a22) represent the lexicographically shortest solution of the grid. hereaijrepresents the element at ith row and jth column.explanation:let there be two possible solutions for these row and column sums:|a1 a2||a3 a4|and|b1 b2||b3 b4|(a1, a2, a3, a4) is lexicographically smaller than (b1, b2, b3, b4) if first index 'i' whereaiandbidiffers,ai &lt; bisatisfies.",,Grids Everywhere,:3.0 sec,graphs,1024 KB,maximum-flow,"constraints:t&lt;=501&lt;=m,n&lt;=40each element of grid will be [1,5]"
256 MB,"Algorithms,Graph Theory,Hard,Matching",lucy has got the task to create badges for all students of the school. a badge is created by superimposing two squares. the bottom square should be of blue colour and top square should be of yellow colour. the squares must be rotated in such a way that the projection of the badge displays 8 distinguishable vertices.please help lucy find out the maximum number of badges she can make with availablensquares.,,Beautiful Badges,:1.0 sec,graphs,1024 KB,maximum-flow,constraints:1 &lt;= n &lt;= 1000001 &lt;= di &lt;= 10001 &lt;= ci &lt;= 2notes:- ci = 1 denotes blue color and vice-versa.problem statement in native language:http://hck.re/xepwpj
256 MB,"Algorithms,Binary Search,Medium","it is the final leg of the most famous amazing race. the top 'n' competitors have made it to the final. the final race has just begun. the race has 'm' checkpoints. each team can reach any of the 'm' checkpoint but after a team reaches a particular checkpoint that checkpoint gets closed and is not open to any other team. the race ends when 'k' teams finish the race. each team travel at a constant speed throughout the race which might be different for different teams. given the coordinates of n teams and m checkpoints and speed of individual team return the value of minimum time needed to end the race.note:the time required for a team at coordinate (p,q) with speed 's' to reach a checkpoint at coordinate (x,y) is given by:t = ceil( ((p-x)^2 + (q-y)^2) / s^2 ). for example if distance is 5 units and speed is 2 units then required time = ceil(25/4) = 7.","For the race to finish in the minimum time the team at location (0,1) can reach the checkpoint at (0,10) .The distance between them is 9 and speed of team is 5 so required time is ceil(99))/(55))=ceil(81/25)=4.",Amazing Race.,:1.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,constraints:1&lt;=n&lt;=2001&lt;=m&lt;=2001&lt;=k&lt;=n0&lt;=x coordinate of team and checkpoint &lt;=10^60&lt;=y coordinate of team and checkpoint &lt;=10^61&lt;=speed of team&lt;=50
256 MB,"Algorithms,Bipartite Graph,Medium,Number Theory","early this morning, i found our little bruce sitting on a bench alone in the park.  i sat beside him to ask where has he dropped his smile this morning?bruce: ""oh,  hi..   i love chocolates. (who doesn't? ).  it's chocolate day in school, and i forgot!  everyone is bringing chocolates.   we play a game on this day, where the teacher makes pair of students and the students in each pair share their chocolates.   i will have to go empty handed and hence, won't get paired   :(    """"that's okay ,bruce. you can ask your friends to share with you""bruce: "" i did a smarter thing, i talked to my mathematics teacher. i'm her favorite! she agreed that i could do the pairing!   and from every pair ,  i could take 'x' number of chocolates, where x is the greatest number of chocolates that divides the number of chocolates with both the students.   now, i don't know how do i pair them! not everyone can be paired with everyone,  friendship issues.   can you help me out?""you are given the number of chocolates with each student and all the possible pairs of the form (i,j) where ith and jth student can be paired.
help bruce pair the students, so as to maximize the number of chocolates he can have .you may assume:no pairs should overlap. no student is left alone (except bruce).total number of students in class is always odd.no one is absent on the chocolate day!for a possible pairing (i,j) ,( i+j )mod 2 &gt;0no pairs should overlap. no student is left alone (except bruce).total number of students in class is always odd.no one is absent on the chocolate day!for a possible pairing (i,j) ,( i+j )mod 2 &gt;0","In the first case, Bruce can make the following pairs of students:
- (1,6) and obtain  1 chocolate
- ( 3,4) and obtain  9 chocolates
- (2,5) and obtain 3 chocolates
Hence, 13 chocolates in totalIn the second case, Bruce makes the only possible pair:
 - (1,4) and obtains 1 chocolate.",Bruce and the Chocolates,:1.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,
256 MB,"Algorithms,Medium","little jhool is a very lenient teaching assistant in his college. he doesn't like cutting the marks of students, so obviously, every student in his tutorial loves him. specially, the girls. they're crazy about him.but anyway, the teacher has got to know about the leniency of jhool while giving marks, so this time in exam, he decides to give a different exam paper to every single student to check how well have the students been taught by jhool. now, little jhool knows the strong and weak topics of every single student, so he wants to maximize the total marks obtained by students in his tutorial.you are given the number of students in jhool's tutorial, denoted byn-nalso being the number of different exam papers - that is, one for every student. every student will get only one exam paper to solve. you are further given a matrix,(n x n)denoting the marks every student will get if he attempts a particular exam paper. you've to help jhool figure out a way by which he could maximize the total score obtained by his entire class.","There are 3 students, and 3 exam papers. Let's denote the matrix by M. The first row contains the scores the first student would obtain if he gave the exam papers. The second row contains the scores for the second student, and likewise the third row. We can clearly see that to MAXIMIZE THE TOTAL SCORE OF THE ENTIRE CLASS, we should ask the third student to give the third paper, the second student to give the second paper, and the first student to give the first paper - thus making the total score equal to ( 9 + 5 + 1 == 15).",Productive productivity,:3.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,constraints:1&lt;=t&lt;=201&lt;=n&lt;=1001&lt;=aij&lt;=1000
256 MB,"Algorithms,Hungarian,Medium","you are working in a salesmen company as a programmer.there are $$n$$ towns in your country and $$m$$ directed roads between them. each road has a cost person should spend on fuel. the company wants to sell goods in all $$n$$ towns. there are infinitely many salesmen in the company. we can choose some positive number of salesmen and give a non-empty list of towns to each of them. towns from the list are the towns to sell goods in. each salesman will visit all the towns in his list in this particular order in cycle (after the last town he will return to the first town and so on). salesman can visit other towns on his way but he will not sell goods in these towns. two salesmen cannot sell goods in one town because it will attract unnecessary attention to your company. but for every town there must be a salesman who sell goods in this town. if salesman's list of towns consists of exactly one town then he should pay fee to stay in this town each month (each town has its own fee) or he should go for a round trip and spend money on fuel.your task is to calculate the minimal amount of money company must spend monthly to achieve its goals. we will assume that every salesman will spend a month to make one cycle.the first line of input contains two integers $$n$$ and $$m$$ - number of towns and number of directed roads between them respectively ($$1 \le n \le 500$$, $$0 \le m \le n(n-1)$$).the second line contains $$n$$ numbers $$a_{i}$$ - monthly fee for $$i$$-th town ($$0 \le a_i \le 10^{9}$$).next $$m$$ lines describe roads. each description looks like $$u$$ $$v$$ $$cost$$ and describes a road from town $$u$$ to town $$v$$ with assigned cost $$cost$$ ($$1 \le u,v \le n$$, $$u \ne v$$, $$0 \le cost \le 10^{9}$$). it is guaranteed that there are no two roads between the same pair of towns in the same direction.print one integer - the minimal amount of money to spend.$$n \le 5$$ - 5 points$$n \le 16$$ - 25 points$$n \le 80$$ - 30 points$$n \le 500$$ - 40 points",In given test one has to choose one salesman and make him sell his goods in cities $$1 \rightarrow 2 \rightarrow 3$$ during one month.,Salesmen problem,:2.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,
256 MB,"Algorithms,Hard,Matching","a dice is a really great invention made in the history of the mankind. they try to capture the notion of randomness and one can experience how good they are, by trying to throw a dice such that it lands on a particular integer value written on one of its face. there are many games that revolve around the use of dices and this property of randomness of theirs. casinos use them heavily to attract customers who try their luck in the hope of winning against the randomness.however, by the use of modern technology, the star gamblerhackerearthlyhas made a breakthrough in trying to beat the dices. he has developed a device which can throw a particular face for a dice. but, like most of the devices in the modern world, it needs energy and sometime takes different amount of energy to throw different faces on the same dice.thejindal casinohas smelled something fishy by the winning streak ofhackerearthlyand has introduced a new tournament to try to stophackerearthly. in the tournament, the player will be givenndices given and on each dice, there aremifaces, with a value written on each of it such that no two faces have the same value. they have done so in the hope of increasing the randomness of a game. they believe that more the number of dices, the more randomness would be there. now, the tournament consists ofqgames, and each game, you will be given a set ofnvalues (k1, .... kn) . the participants win a game if they can throw these exactnvalues from thendices given to them. (note that it is not required that the first value in the game has to be thrown from the first dice, it can be from any, but the value on the top face of each dice will be counted only once.) note that it is possible thatjindal casinois cheating and there is no way you can win a game.now, hackerearthly was given thendices in the beginning with which he will be playing the tournament. he has already computed how much energy he has to use to throw a particular face on a given dice. and he has computed this for all faces for each of the dice given. since there are multiple games to be played, he is inclined to use minimum energy to win each game. the energy used in a game would be the sum of energies thathackerearthlyrequires to throw a particular face on each of his dice. help him compute the minimum energy value would be required to win each game.",,Beating the dices in their own game,:1.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,constraints:1 ≤ n ≤ 1001 ≤ mi≤ 1001 ≤ q ≤ 101 ≤ u ≤ 10000000001 ≤ c ≤ 10000001 ≤ ki≤ 1000000000
256 MB,"Algorithms,Hard","there is a mysterious castle in earthland. in this castle there are 'n' rooms and each room contains ""saviour soul"" which need to be freed to fight the evil and save earthland. once the soul is freed it leads to destruction of the room, additionally there is a pathway where you and your friends are standing which is connected to each of the rooms. the castle is so mysterious that if room1 is connected to room2 means you can only go from room1 to room2 and not vice versa. the mystery doesn't end here, starting from a given room, say room(u) it is impossible to reach back to room(u) following any of the paths. now you need to free all the saviours to save earthland and sacrifice yourself and friends for it. so determine the minimum of your friends who should accompany you for this holy task.note: you can visit any room from the pathway and after freeing the ""saviour soul"" you need to run to the next connected room if it exists, otherwise you die.",You don't need any friend to accompany. Your path is as follows: 1 -&gt; 3 -&gt; 2.,Earthland,:1.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,"constraints:1&lt;=t&lt;=100, 
1&lt;=n&lt;=1000, 
1&lt;=m&lt;=1000,"
256 MB,"Bipartite Graph,Graph Theory,Medium-Hard","crossing all the hurdles, gudi now reaches the roof of the castle and she finds puchi,  the lord of azkahar and the protector of the castle, waiting for her.  after having been through the stages in the castle, gudi has had a change of heart and no longer wants the treasure. instead, she expresses her desire to become the lady of azkahar. however, the position of the lady can not be won that easily. puchi decides to take a final test.he weaves his magic and $$ n$$ islands, spread across a vast sea , appear before them. he goes on the say :the lady needs to rule the masses and take important decisions. let us see how well can you do that. these are  $$ n $$ islands, indexed from 1 to  $$ n$$. there are  $$ m $$ bidirectional roads in total, wherein each road connects 2 distinct islands and multiple roads may connect a pair of islands. each of the first  $$ k $$ islands i.e.   islands with index from 1 to  $$ k $$, have a soldier who  fought valiantly in the battle and wants to get to a shelter.  each of the last  $$ k $$ islands i.e. island with index from   $$ n  -  k + 1$$ to  $$ n $$, have a shelter home that can house only 1 soldier.these soldiers await your commands. the cost effort of reaching a shelter for a soldier is the distance that has to be traveled. in addition, you have the option of using magic to transport the soldiers. one use of magic will allow you to move any solider from any island to any other island. using your magic once costs $$ 10^4 $$ units of effort. you can always use your magic, but then again it comes at a huge cost. give a target shelter to each of the soldiers andminimizethe overall cost efforts of the scenario.","For the testcases, Soldiers on Island 1,2 and Shelters on Island 5,6.In the first testcase, the soldier on Island 1 can travel to Island 5 with cost=2 and the soldier on Island 2 can travel to Island 6 with cost = 2. Hence, total cost=4.In the second testcase,  the soldier on Island 1 can travel to Island 6 with cost=3 and the soldier on Island 2 has to be transported magically to Island 5 with cost= 10000, thereby total cost= 10003",Encounter with the Lord,:5.0 sec,graphs,1024 KB,minimum-cost-maximum-flow,"constraints$$ 1 \le t \le 10$$$$ 1 \le k \le 80$$$$ 2 k +1 \le n \le 200$$$$ 1 \le m \le 1000$$$$ 1 \le x,y \le n$$$$ 1 \le c \le 1000$$"
256 MB,"Algorithms,Graph Theory,Medium","given a graph having $$n$$ vertices and $$m$$ bidirectional edges, with each edge having some length and some destruction cost. you have to increase the length of the shortest path between vertex $$1$$ and vertex $$n$$, for that you can destroy some edges. find the minimum cost of doing it.","Currently the shortest path between $$1$$ and $$4$$ is of length $$1$$, so we delete this vertex at a cost of $$8$$, so that the length of shortest path increases to $$9$$.",Edge Destruction,:1.0 sec,graphs,1024 KB,min-cut,"constraints:$$2 \le n \le 1000$$$$1 \le m \le 4 \times 10^5$$$$1 \le x, y \le n$$$$1 \le d, c \le 1000000$$"
256 MB,"Algorithms,Graph Theory,Hard","there arenboxes numbered from 1 to n arranged in a line. a single box may or may not have a candy inside. you decided to play the following game with your friend marcus:marcus asks youqquestions. in a single question, he can ask about the parity of candies in boxes in some range[a, b]and you have to provide him the correct answer. marcus wins, as soon as he has the required knowledge to point out all boxes with candies inside them without making any mistakes.you are given a list of consecutive questions asked by marcus. your task is to decide, what is the minimum number of questions, which you can erase from marcus list, in order to make the game impossible to be finished.","Marcus asked about parity of 3 ranges. When you erase his last question, he won't able to decide if the last box contains a candy or not",Parity Game,:1.0 sec,graphs,1024 KB,min-cut,constraints:1 &lt;= n &lt;= 4001 &lt;= q &lt;= 600001 &lt;= a &lt;= b &lt;= n
256 MB,Medium-Hard,"you have annbymgrid. each grid square has a certain value associated with it. this is given by the numbersvi,j.you can capture grid squares in two different ways.your score is the sum of values you have captured minus the cost it took to capture those squares.
return the maximum possible score you can achieve.the first line of input will contain two integersn, m.the nextnlines of input will containmspace separated integers each.
the j-th number on the i-th line denotesvi,j.the nextnlines of input will containmspace separated integers each.
the j-th number on the i-th line denotesbi,j.the nextnlines of input will containmspace separated integers each.
the j-th number on the i-th line denotesci,j.print a single integer, the answer to the problem.for all subtasks:0 ≤vi,j≤ 100,0000 ≤bi,j≤ci,j≤ 100,0001 ≤n, msubtask 1 (45 pts):n, m≤ 3subtask 2 (35 pts):n, m≤ 7subtask 3 (20 pts):n, m≤ 25","A more human-readable version of the input is as follows:3 5
9 0 3 2 4
0 2 8 6 2
5 3 4 1 35 1 7 9 5
2 4 1 2 4
9 1 2 2 09 1 8 9 7
2 7 3 2 9
9 1 9 8 2The optimal strategy in this case is to directly capture the following squares:O X O O O
X O X X O
O X O O XAnd indirectly capture only the top left square.",Covering Chessboard,:2.0 sec,graphs,1024 KB,min-cut,
256 MB,"Ad-Hoc,Data Structures,Implementation,Very-Easy","you are converting an old code for a new version of the compiler.in the old code we have used ""-&gt;"" for pointers. but now we have to replace each ""-&gt;"" with a ""."". but this replacement shouldn't be done inside commments. a comment is a string that starts with ""//"" and terminates at the end of the line.","""-&gt;"" is not converted to ""."" inside comments.",Compiler Version,:5.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,
256 MB,"Data Structures,String Algorithms,Very-Easy","monk introduces the concept of palindrome saying,""a palindrome is a sequence of characters which reads the same backward or forward.""now, since he loves things to be binary, he asks you to find whether the given string is palindrome or not. if a given string is palindrome, you need to state that it is even palindrome (palindrome with even length) or odd palindrome (palindrome with odd length).",The first string is not a palindrome.The second and third strings are palindromes of even and odd lengths respectively.,Monk Teaches Palindrome,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:$$1 \le t \le 50$$$$1 \le length \space of \space string \le 10^5$$
256 MB,"Easy,Implementation,String Algorithms","seerussian translationit's a fine sunny afternoon today in california. looking at the pleasant weather,sumitis all ready to go out and play with his friend rohil. unfortunately,rohilis down with fever. seeing that his friend is ill, sumit decides not to go out - instead play with rohil inside the house. sumit loves math, on the contrary rohil loves strings. sumit decides to play a game that involves more of strings and less of maths so that rohil could be at ease and have fun playing it.the game is simple and is played on a piece of paper. sumit writes down a long list of names on that paper and passes it to rohil. rohil gets confused on seeing so many names on that paper and asks sumit about the game. so, sumit explains him the rules of the game. rohil is supposed to partition the names into groups, such that:each name belongs to exactly one group.names that belong to the same group are pairwise anagrams.the first character of all the names in the same group are equal.the last character of all the names in the same group are equal.the number of groups is minimum possible.note:two strings are called anagrams if it's possible to form one string from the other by changing the order of its characters.rohil would have won the game easily, if he would have been fit and fine but since he is ill right now he needs your help in winning the game. so, help out rohil and do give him your blessings.",There are 3 special groups1)  vinay and vainy2)  vinit and viint3) avinash and aavsinh,Sumit And Rohil,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1&lt;=n&lt;=1001 &lt;=length of a name&lt;= 100all names will consist of lowercase english alphabets(a-z).
64 MB,"Ad-Hoc,Data Structures,Easy,Implementation",magaandalexare good at string manipulation problems. just now they have faced a problem related to string. but it is not a standard string problem. they have no idea to solve it. they need your help.a string is calleduniqueif all characters of string are distinct.string $$s_1$$ is calledsubsequenceof string $$s_2$$ if $$s_1$$ can be produced from $$s_2$$ by removing some characters of $$s_2$$.string $$s_1$$ isstrongerthan $$s_2$$ if $$s_1$$ is lexicographically greater than $$s_2$$.you are given a string. your task is to findthe strongest unique stringwhich is subsequence of given string.,Select all subsequence of the string and sort them in ascending order. The greatest of all is zx.,The Strongest String - 1,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:$$1 \le |s| \le 100000$$all letters are lowercase english letters.
256 MB,"Basic Programming,Brute Force,Easy","kevin has a string s consisting of n lowercase english letters.kevin wants to split it into 4 pairwise different non-empty parts.  for example, string ""happynewyear"" can be splitted into ""happy"", ""new"", ""ye"" and ""ar"". he can't delete any characters or change the order of the characters.help kevin and find if there exist at least one possible spliting.",,String Division,:2.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1 ≤ t ≤ 1001 ≤ n ≤ 1000n ≤ 20 in test data worth 40% of all points
256 MB,"Algorithms,Easy,Sorting","xenny had a list ofnstrings of equal length. he wanted to sort them by the firstmcharacters only. that means, while sorting the list of strings, he only wanted to consider the firstmcharacters of each string.help xenny to find out thekthstring in the list after he sorts them.note: xenny wanted to performstable sorting.stable sorting algorithms maintain the relative order of records with equal keys (i.e. values). that is, a sorting algorithm is stable if whenever there are two records r and s with the same key and with r appearing before s in the original list, r will appear before s in the sorted list.first line contains a single integer -t, which represents the number of testcases.t testcases follow.each testcase is of the following format:first line contains 3 space-separated integers -n,kandm.nis the total number of strings xenny has.kis the index of the string in the list after sorting, which xenny has to find.mis the number of characters based on which sorting will be done by xenny.then nextnlines containnstrings ( each line will contain one string ) .for each testcase, print thekthstring in the sorted list in a new line.1 ≤ t ≤ 501 ≤ n ≤ 1031 ≤ max length of each string ≤ 1031 ≤ m ≤ max lengthm ≤ max length of each string ≤ 103","After performing sorting by the first3characters, the order is:1. aabaaa2. abcdef3. abcaaa",Xenny and Partially Sorted Strings,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,
256 MB,"Basic Programming,Easy,Implementation,String Algorithms","everybody loves palindromes, but artur doesn't.he has a stringsthat consists of lowercase english letters ('a' - 'z'). artur wants to find a substringtofsof the maximal length, so thatt  isn'ta palindrome.inputthe input contains a single line, containing strings. stringsconsists of lower case english letters.outputin a single line print the length oft","""aba"" is a palindrome, but ""ab"" isn't.",Palindromes,:3.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints1 ≤|s|≤ 100000
256 MB,"Ad-Hoc,Easy,String Algorithms",chandu is a bad student. once his teacher asked him toprint the reverse of a given string. he took three hours to solve it. the teacher got agitated at chandu and asked you the same question. can you solve it?,,Terrible Chandu,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1 &lt;=t&lt;= 101 &lt;=|s|&lt;= 30
256 MB,"Ad-Hoc,Easy,Math","pulkit is really good at maths. recently, he came to know about a problem on matrices. amazed by the problem he got, he asked ashish the same problem. ashish also being good at maths solved the problem within 5 minutes. now, its your time to solve the problem.you will be given n*m binary matrix. you need to tell if it is possible to delete a column such that after deleting that column, rows of the matrix will be unique. if yes than print ""yes"" else print ""no"".[input]first line contains an integer t denoting no.of test cases.next line contains 2 integers n and m denoting no.of rows and columns.next n line contains binary string of length m each.[output]for each test case output ""yes"" or ""no"".[constraints]1&lt;=t&lt;=1001&lt;=n&lt;=10002&lt;=m&lt;=1000",,Ashish and Binary Matrix,:2.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,
256 MB,"Ad-Hoc,Easy,Implementation","doraemon gave nobita a gadget that swaps words inside a string in the following manner :if there are w words, word 1 is swapped with word w, word 2 is swapped with word w-1 and so on.
the problem is that nobita himself cannot verify the answer for large strings. help him write a program to do so.",,Nobita and String,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints :|string length| &lt;= 100000string contains english alphabets and spaces
256 MB,Easy,you are given a strings.sconsists of several words separated by one or more spaces. word consists of latin letters as well as other symbols (but not spaces).in each word which starts from lowercase latin letter replace starting letter with uppercase latin letter.,,UpUp,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints1 &lt;= length ofs&lt;= 30 000
256 MB,"Basic Programming,Easy","little arjit is the leader of a marvellous fighting army. his team is very good at fighting against all their enemies. but like hound from game of thrones, little arjit and his entire team is scared of fire. when they see fire, they feel threatened, and scared like a little child, and don’t even mind giving up from a fight.now, you’re given the location of the army men of little arjit, their enemies, and fire in a pathway. you’ve got to figure out how many enemies will survive after the massacre done by little arjit and his army.let’s say little arjit and his army is denoted by ‘x’, all their enemies are denoted by ‘o’, and fire is denoted as ‘*’here’s what happens:when a x faces an o, i.e., when x is adjacent to o, x kills o. always. whenever there will be anoadjacent tox,xwill killo.
the moment x faces a *, he stops, and he cannot move any further.given a string containing x, o, * - can you help little arjit figure out how many of his enemies will still survive this attack because of fire?",,Count Enemies,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:1&lt;=t&lt;=301&lt;=|s|&lt;=100000
256 MB,"Algorithms,Easy",given a strings. your task is to remove all duplicates characters from the stringsnote:1.) order of characters in output string should be same as given in input string.2.) stringscontains only lowercase characters['a'-'z'].,,Remove Duplicates,:2.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints:test files 1 to 5:1&lt;=|s|&lt;=100test files 6 to 10:1&lt;=|s|&lt;=100000sample output #1hackersample output #1hacker
256 MB,"Ad-Hoc,Brute Force,Data Structures,Easy","danny has a possible list of passwords of manny's facebook account. all passwords length is odd. but danny knows that manny is a big fan ofpalindromes. so, his password and reverse of his password both should be in the list.you have to print the length of manny's password and it's middle character.note : the solution will be unique.",,Password,:1.0 sec,string-algorithm,1024 KB,basics-of-string-manipulation,constraints$$1 ≤ n ≤ 100$$
